,id,url,propertyType,name,publishedOn,uuid,postalCode,description,address,listingCondition,listingStatus,latitude,longitude,category,price,priceActual,priceMax,priceMin,sqft,livingRooms,beds,bedsMax,bedsMin,baths,isRetirementHome,isSharedOwnership,studentFriendly,images,features,additionalLinks,floorPlan,agentAddress,agentName,agentPhone,availableFrom,floorArea
462,58380484,https://www.zoopla.co.uk/to-rent/details/58380484/,flat,2 bed flat to rent,2024-02-23T21:41:57,870C7B83-6EBF-4321-8071-BCC10887AB59,BS8 2UX,"** Zero Deposit Guarantee Available **<br>*available may*<br><br>Located within a stones throw of the iconic and popular Clifton Village offering local shops, bars and restaurants, and the infamous Clifton Suspension Bridge and The Downs. This flat is Perfect for couple or a small family, as it is within walking to the local primary school, Clifton College and the University of Bristol. As part of central Bristol, Clifton is only a short distance to the city centre that offers 'Cabot Circus', the location with an abundance of high street shops, restaurants and activities. The property is also located by Whiteladies Road which has a range of unique boutique shops and a local shopping center. Not forgetting the useful transport link of Bristol Temple Meads Train Station.<br><br>The property is on the 2nd floor with the accommodation including two bedrooms, light and spacious living area, separate kitchen with appliances and bathroom equipped with a three piece white suite; encompassing a low level w/c, wash hand basin and shower over bath. Parking is on a first come, first served basis and there is secure bike storage.<br>For more information please contact the Chappell and Matthews office. Council Tax Band: Holding Deposit: £300.00","Richmond Court, Bristol BS8",pre-owned,to_rent,51.469681,-2.616229,residential,1300.0,1300.0,1500.0,1250.0,,1.0,2.0,2.0,2.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/6dca527cf04ab8f913c96ed5c78869a3988c6de0.jpg', 'https://lid.zoocdn.com/u/2400/1800/c9c9561500ced931215a352ebff462f2fb23c4de.jpg', 'https://lid.zoocdn.com/u/2400/1800/7db65e716b1a26d568cc79675fb4447f622f26fd.jpg', 'https://lid.zoocdn.com/u/2400/1800/a07fc9ceb4562111319a13192c957ae57b251881.jpg', 'https://lid.zoocdn.com/u/2400/1800/6b89af2c69c0ccda9beca7a7b27114dd4802e471.jpg', 'https://lid.zoocdn.com/u/2400/1800/292d9e7f19ebe0a24ca10ac9a53791cdc11d2e61.jpg', 'https://lid.zoocdn.com/u/2400/1800/b0e764f51406f8c330ef318014523cbdf2d57a48.jpg', 'https://lid.zoocdn.com/u/2400/1800/fc5cbb8e0102acd4b56c0cdb28d90d3512f7939c.jpg', 'https://lid.zoocdn.com/u/2400/1800/203e5766cd8364221fbb173bde56e1950d2f17f8.jpg', 'https://lid.zoocdn.com/u/2400/1800/cb78ae0cabb26fe41865400aa185527e1c22b442.jpg', 'https://lid.zoocdn.com/u/2400/1800/9b4371b489d34efa25d5921f70ce7166e59097bb.jpg', 'https://lid.zoocdn.com/u/2400/1800/2cf8cf1c5c7b3947be5290125a7ffe643b58daf9.jpg']","['Fantastic Location', 'Close to Whiteladies Road and the Downs', 'Zero deposit option', 'Spacious living area', 'One Double one single bedroom', 'Parking (First Come First Serve)', 'Unfurnished', 'Bike storage', 'Separate modern kitchen', 'Available May']",[],[],"151 Whiteladies Road, Clifton",Chappell & Matthews - Bristol Lettings,0117 295 7360,2024-05-28T00:00:00,
463,41128731,https://www.zoopla.co.uk/to-rent/details/41128731/,flat,1 bed flat to rent,2024-04-02T16:22:41,129413DC-74AD-42EB-AD85-BF35FE7995FB,BS3 2BN,"A well presented one double bedroom flat in this modern block, within a short distance of the City Centre and the popular North Street. The property comprises of a spacious and light open plan living room with fully fitted kitchen that includes white goods, a double sized bedroom with fitted wardrobes and bathroom with bath and shower over. The property is offered on an unfurnished basis and has allocated parking. The property is available in April. EPC C","Paxton Drive, Bristol BS3",pre-owned,to_rent,51.442879,-2.624329,residential,1250.0,1250.0,1250.0,1250.0,,0.0,1.0,1.0,1.0,,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/4842458346174e984d0e00d5b540cdc6bb722cf7.jpg', 'https://lid.zoocdn.com/u/2400/1800/88d4ed2130ea1d7cf5bfd90d006baf4d87748f44.jpg', 'https://lid.zoocdn.com/u/2400/1800/3c5fce1b1fdf6601ee4b4d01b3f9b7ab77830886.jpg', 'https://lid.zoocdn.com/u/2400/1800/5b981b24e91d0fabdfcf2da54cd21c4817d33f40.jpg', 'https://lid.zoocdn.com/u/2400/1800/5f5e667997f3daef2a2d4da71bf8f7ae86ae9cc6.jpg', 'https://lid.zoocdn.com/u/2400/1800/07304c153472e846e060a8f1a4e1f97da5393e41.jpg']","['One double bedroom', 'Allocated parking', 'Unfurnished', 'Deposit GBP1442', 'EPC C', 'Council tax A', 'Second floor flat', 'Modern kitchen']",[],['https://lc.zoocdn.com/16e4612284d0a68c63a28e8d9d33ba279877d6ae.jpg'],"The Plaza, 275 North Street, Southville, Bristol",Ocean - Southville,0117 444 1361,2024-04-24T00:00:00,
464,57990276,https://www.zoopla.co.uk/to-rent/details/57990276/,terraced,4 bed terraced house to rent,2024-04-05T16:20:05,E5DFAF36-1266-4956-9AA7-8DBF917456C3,BS2 9QN,"Let's Rent Are Proud to Present this Beautiful Georgian townhouse set in the popular part of Montpelier. The Ground Floor Boasts a large lounge area with a Beautiful Chandelier lighting, The Kitchen / Diner comes Fully Fitted with white goods including a Dishwasher, Tumble Dryer leading on to the Large Garden to The Rear, Small W/C Downstairs, The Top Floors benefits from a Modern Fitted Bathroom &amp; X4 Spacious Double Bedrooms with High ceilings Built-in Wardrobes, Double Beds and Sofas, Gas Central Heating, Close To Local Shops &amp; Amenities, 10 Minute walk to City Centre,<br><br>Council Tax Band C<br>EPC Rating - D<br><br>Available now","Sussex Place, Bristol BS2",pre-owned,to_rent,51.466831,-2.58002,residential,3000.0,3000.0,3000.0,3000.0,,1.0,4.0,4.0,4.0,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/98f682a695b1e925fa2decd2267b660cfde49db3.jpg', 'https://lid.zoocdn.com/u/2400/1800/e397f7390f083e2c1ca7abd70090f58858cbbaf8.jpg', 'https://lid.zoocdn.com/u/2400/1800/ba7de547464fd0b3d2cf60c384955a25b9d46e88.jpg', 'https://lid.zoocdn.com/u/2400/1800/70f307948f485a9e929001d216da02c535005621.jpg', 'https://lid.zoocdn.com/u/2400/1800/d37a5b39df5f586fa0d69ae3621282ecde1a88e7.jpg', 'https://lid.zoocdn.com/u/2400/1800/8f94b0276ce4be74fab1e4fd8b1b50ef027d70d7.jpg', 'https://lid.zoocdn.com/u/2400/1800/0005e83b69c58aa3c60a174d286749de1d9a57ca.jpg', 'https://lid.zoocdn.com/u/2400/1800/8486a78a9eb7bd4bd54a8a243efd5444d7ba5770.jpg', 'https://lid.zoocdn.com/u/2400/1800/942eab87f99e90ace9f643ae925099eab8339d49.jpg', 'https://lid.zoocdn.com/u/2400/1800/5f1302ade5565d8a6fcd131446818ff47be5a972.jpg', 'https://lid.zoocdn.com/u/2400/1800/ddf23f229a020ea317ef37493ab425f8e07c253e.jpg', 'https://lid.zoocdn.com/u/2400/1800/3d3e4dade3b04fb8b4a86a0f25358ba65dfcd632.jpg', 'https://lid.zoocdn.com/u/2400/1800/4d15fb5e7b653ed33dcbea5eafb1f8ed91074a32.jpg', 'https://lid.zoocdn.com/u/2400/1800/f8485ee913ea9c335f7c9903c61bf12c102cc60d.jpg', 'https://lid.zoocdn.com/u/2400/1800/ead2ba8b4e0f59c4273dcabd4278ea9a81da31f6.jpg', 'https://lid.zoocdn.com/u/2400/1800/542d268e2172e30ff7d13e2e9459d4329d518439.jpg', 'https://lid.zoocdn.com/u/2400/1800/a000cdbcbde18347379a8d64eac4da3f1369f739.jpg', 'https://lid.zoocdn.com/u/2400/1800/d3fdc5d978106c229e0aea15e2379ae1473b4bb6.jpg', 'https://lid.zoocdn.com/u/2400/1800/afa2f2178fbe52cddcd10687ef21205b323c05cc.jpg']","['Townhouse', 'Spacious Double Bedrooms', 'Gas Central Heating', 'Large Garden to the Rear']","['https://lc.zoocdn.com/3d9ec9441c421d62fdef25d8e59ee1b78784998d.pdf', 'https://www.vebra.com/details/property/30485105']",[],"80 Mina Road, St Werburghs, Bristol",Lets Rent,0117 295 0075,2021-04-09T00:00:00,
465,47332439,https://www.zoopla.co.uk/to-rent/details/47332439/,detached,3 bed detached house to rent,2024-03-30T09:59:06,D20EE2A8-1A54-4CB0-9FAA-C7993D4D2D8B,BS32 0ED,"A well presented link-detached family home<br><br>Pictures prior to current tenancy. New pictures to follow<br><br>Sought after location with excellent access to local amenities.<br><br>Spacious living room.<br><br>The property comprises of:<br><br>Entrance leading to cloakroom and living room.<br><br>Living room with laminate flooring, stairs and kitchen/diner.<br><br>Kitchen with oven, hob, hood, fridge/freezer, Dishwasher and washing machine.<br><br>Ground floor cloakroom.<br><br>Master bedroom with en-suite and power shower.<br><br>White suite family bathroom with power shower.<br><br>All bedrooms with fitted wardrobes.<br><br>Garage with plumbing for washing machine.<br><br>Gardens to front and rear.<br><br>Gas central heating.<br><br>UPVC double glazing.<br><br>E.P.C Rating - C.<br><br>Room sizes -<br><br>Living room - 10'06 x 18'02 approx<br><br>Kitchen/Diner - 9'04 x 13'10 approx<br><br>Bedroom 1 - 8'11 x 10'04 approx<br><br>Bedroom 2 - 7'08 x 11'08 approx<br><br>Bedroom 3 - 5'11 x 8'05 approx<br><br>Council tax band C 1878.66 payable","Juniper Way, Bradley Stoke, Bristol BS32",pre-owned,to_rent,51.529041,-2.533768,residential,1650.0,1650.0,1750.0,1500.0,,1.0,3.0,3.0,3.0,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/f98d1bf8b3c5137d78cc1317ecb24eb0cba2989e.jpg', 'https://lid.zoocdn.com/u/2400/1800/266bdeff0bd1389905464caaea6598f4d631283f.jpg', 'https://lid.zoocdn.com/u/2400/1800/bdc9e27b768615188b387097c42df1902c93555a.jpg', 'https://lid.zoocdn.com/u/2400/1800/19ad56b62cd94cac8c030095678cc6e7fee5ba4f.jpg', 'https://lid.zoocdn.com/u/2400/1800/8e0d43e037144ccb1a7c4af7a197fa7367185b80.jpg', 'https://lid.zoocdn.com/u/2400/1800/39d49b49931861537d0e7d758c26988b43c9112c.jpg', 'https://lid.zoocdn.com/u/2400/1800/e1e754869a5a5e19c5e85967f2e7763f02cd59b7.jpg', 'https://lid.zoocdn.com/u/2400/1800/ca70e36294faa85c262c2c130df6f6a88d8dbf4f.jpg', 'https://lid.zoocdn.com/u/2400/1800/b692b13cc82b42858c7aa7bbf5c13d421f29bf27.jpg', 'https://lid.zoocdn.com/u/2400/1800/38c42300a940611157f0f53a014bea200d216d18.jpg', 'https://lid.zoocdn.com/u/2400/1800/d81f41ec18dfa19ce21680a234491940bc2456b4.jpg', 'https://lid.zoocdn.com/u/2400/1800/20046bcd3d03ad19c91983b261c8bb308bcb5408.jpg', 'https://lid.zoocdn.com/u/2400/1800/3d04831f72ff1039bb660882133c0d78ab950b1c.jpg', 'https://lid.zoocdn.com/u/2400/1800/971f41215381ca7830b340b1d0f20f974f7b8e63.jpg', 'https://lid.zoocdn.com/u/2400/1800/270ec725e388000d01728d93ab30564853a3bb68.jpg']","['Link-Detached Family Home', 'Ground Floor Cloakroom', 'Master Bedroom With En-Suite', 'All Bedrooms Wtih Fitted Wardrobes', 'Gas Central Heating', 'UPVC Double Glazing', 'Garage', 'Rear Garden With Access To Garage']",['http://www.expertagent.co.uk/EstateAgentSoftware/EstateAgencyProperties.aspx?pid=4e95ac8d-48c8-4c50-8afd-b29aef1b43d1&aid=%7B68c3510f-1b85-44cd-8ab7-ab40453c3c51%7D'],[],"Unit A, Bradley Pavillions, Peartree Road, Bradley Stoke, Bristol",Life-Style Property Services,01454 279150,2024-05-31,
466,58936360,https://www.zoopla.co.uk/to-rent/details/58936360/,,3 bed property to rent,2024-03-13T09:03:40,A107C5FF-6156-4A38-8B39-515100F012D3,BS3 4QG,"Located in the peaceful Victoria Park area, this immaculate end of terrace property is now available to let. Ideal for families and couples, this charming home boasts three bedrooms, perfect for those seeking a comfortable living space.<br><br>Benefiting from an EPC rating of D and a council tax band B, this property offers both energy efficiency and affordability. Its prime location near schools and local amenities ensures convenience for residents with various needs.<br><br>Don't miss the opportunity to make this lovely property your new home. Contact us today to arrange a viewing and experience the comfort and charm this end of terrace property has to offer. EPC D","Stanbury Road, Bedminster, Bristol BS3",pre-owned,to_rent,51.438048,-2.58831,residential,1750.0,1750.0,1750.0,1750.0,,1.0,3.0,3.0,3.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/f6aeddf6e5fefcf9cc98cd1cf7afbe565aff1d97.jpg', 'https://lid.zoocdn.com/u/2400/1800/1c81feeecec5e6b91229997c0caef5ba1bf8b2dd.jpg', 'https://lid.zoocdn.com/u/2400/1800/67bb90b54839d3337c9e04fb2c3074c5b2dd9559.jpg', 'https://lid.zoocdn.com/u/2400/1800/f1df407f84bbb03b1300976ef5f4aed625179fea.jpg', 'https://lid.zoocdn.com/u/2400/1800/059231bff37dac36cc60877fae1576b31491bfe6.jpg', 'https://lid.zoocdn.com/u/2400/1800/01fcf490d68903d4982c8d34c2a7b62423c72ced.jpg', 'https://lid.zoocdn.com/u/2400/1800/75938e1e1bab732c93cd387da7a56b81e4cb791f.jpg', 'https://lid.zoocdn.com/u/2400/1800/219c55a4ac6e696f1b4e60c62ac5596adfee0278.jpg', 'https://lid.zoocdn.com/u/2400/1800/54887e77579b26fbca1c852f26e8b6ce6380d470.jpg', 'https://lid.zoocdn.com/u/2400/1800/cb8c1404eecd49119e80ac889434b73fb0d028de.jpg', 'https://lid.zoocdn.com/u/2400/1800/8e983baaf888baa3382d383ff32994b07d2d6a91.jpg', 'https://lid.zoocdn.com/u/2400/1800/c5546223072d999f9d7db3b26b757e9f9832c991.jpg']","['Not available to 3 or more sharers', 'Furnished', 'Deposit GBP2019', 'Modern Kitchen', 'Council Tax B', 'EPC D']",[],['https://lc.zoocdn.com/68a131a63c372e40db56557428c1bb6963ffc72c.jpg'],"The Plaza, 275 North Street, Southville, Bristol",Ocean - Southville,0117 444 1361,2024-04-26T00:00:00,
467,67014273,https://www.zoopla.co.uk/to-rent/details/67014273/,detached,6 bed detached house to rent,2024-04-02T20:44:43,DCD914B1-1F94-4837-93F8-1D90348CF06D,BS10 5JX,"Property Reference: 2016990.<br><br>*student property available July 2024*<br><br>We are delighted to bring this 6 double bedroom fully furnished student house to the market for the upcoming 24/25 academic year.<br><br>This well presented, fully furnished 6 bedroom property benefits from a modern stylish open plan kitchen-lounge with all white goods included. There are two bathrooms and a separate w/c as well as an ensuite in one of the bedrooms. All bedrooms are equipped with a double bed, desk, chair, and clothes storage. There is also a well sixed garden perfect for summer get togethers! Off street parking/driveway available for 2 cars with free on street parking in the area.<br><br>The property benefits from a beautiful front garden and a patio style rear garden perfect for dining, entertaining or relaxation. The back garden also has the added benefit of being accessed through a secure side gate so bicycles can be securely stored.<br><br>Local amenities include Abbeywood shopping centre where there is a McDonalds, Nandos, asda etc. There is also a Sainsburys Lidl and 3 gyms nearby. Plenty of routes to uwe and city centre via bus and Filton Abbeywood train station. Southmead Hospital is within walking distance.<br><br>Start Date: 15th July 2024<br>End Date: 4th July 2025<br>Rent for full duration of the tenancy - £47,520 payable in quarterly installments of £11,880. Bills are excluded. You will be on a joint tenancy.<br><br>We can accept 7 tenants for this property if there is a couple in the group. The rent would be increased to £49,380 for the full tenancy duration payable in quarterly installments of £12,345.<br><br><strong>Summary &amp; Exclusions:</strong><br>- Rent Amount: £3,960.00 per month (£913.85 per week)<br>- Deposit / Bond: £4,569.23<br>- 6 Bedrooms<br>- 3 Bathrooms<br>- Property comes furnished<br>- Available to move in from 15 July, 2024<br>- Minimum tenancy term is 12 months<br>- Maximum number of tenants is 7<br>- Students welcome to enquire<br>- No Pets, sorry<br>- No Smokers<br>- Not Suitable for Families / Children<br>- Bills not included<br>- Property has parking<br>- Property has garden access<br>- EPC Rating: D<br><br><strong> If calling, please quote reference: 2016990 </strong><br><br><strong>Fees:</strong><br>You will <strong>not</strong> be charged any admin fees.<br><br>** Contact today to book a viewing and have the landlord show you round! **<br>Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.<br><br><i>OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay. </i><br><br><i>Property Reference two million sixteen thousand nine hundred and ninety</i>","Lydney Road, Southmead, Bristol BS10",pre-owned,to_rent,51.500067,-2.596283,residential,3960.0,3960.0,4000.0,3750.0,,0.0,6.0,6.0,6.0,3,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/71cdec9db0e934726ebd8bc898c13dc9e9932943.jpg', 'https://lid.zoocdn.com/u/2400/1800/51d5183b72e72b716023f41e84b8dba0fe8575ea.jpg', 'https://lid.zoocdn.com/u/2400/1800/5e4e9e3ad9348a863b12f4f3e96c3eec5faf6138.jpg', 'https://lid.zoocdn.com/u/2400/1800/7a94cf78ade2e3f4b36101eaa74bc11579ba4b8e.jpg', 'https://lid.zoocdn.com/u/2400/1800/0e2da5ca9425c4efe4bfbdbbc1a0de481b185ae6.jpg', 'https://lid.zoocdn.com/u/2400/1800/367825deb84f052f5fe2b6aacfbb0811928fd6e7.jpg', 'https://lid.zoocdn.com/u/2400/1800/ba083197fccf08dcc56b149ada0f4b1447568adf.jpg', 'https://lid.zoocdn.com/u/2400/1800/d9b5b3f196e2a1f1793ddb9f923e192200a10b74.jpg', 'https://lid.zoocdn.com/u/2400/1800/0dca48d5afff8bc53e8df574dbee3f755c6ae420.jpg', 'https://lid.zoocdn.com/u/2400/1800/90f0325a68bd8d1b929770aa42d9aeb95fbe449e.jpg', 'https://lid.zoocdn.com/u/2400/1800/73ce68a5def0acb2defe6faedf261362a4e816cd.jpg', 'https://lid.zoocdn.com/u/2400/1800/bf263767a1cce37478e27d98584b668df9bf3d1e.jpg']","['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 2016990']",[],[],"20 Wenlock Road, London",OpenRent,020 3542 2178,2024-07-15T00:00:00,
468,62353414,https://www.zoopla.co.uk/to-rent/details/62353414/,,4 bed property to rent,2024-03-04T14:58:07,87D901E5-9438-4A15-B997-EA1F6EC36DE0,BS34 7EL,"Student house Ocean Letting and Management are pleased to present this recently converted four bedroom student house. Situated in Filton with great access to the uwe and local shops. This 3 story house comprises, on ground level, a spacious open plan kitchen/diner/living room leading on to the conservatory and then rear garden. To the first floor is 2 bedrooms and a communal bathroom. To the top floor is a further 2 bedrooms. The property is offered furnished, available in September. Bills are not included in the rent apart from the internet.","Shanklin Drive, Filton, Bristol BS34",pre-owned,to_rent,51.510181,-2.567654,residential,3000.0,3000.0,3000.0,3000.0,,0.0,4.0,4.0,4.0,,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/78608a1a58d371ecfb47c1c3877f1be9ba75d46d.jpg', 'https://lid.zoocdn.com/u/2400/1800/80ea486ea75f72ac6a9119c82ad2734c85d29181.jpg', 'https://lid.zoocdn.com/u/2400/1800/c50554320ceffed182f015d3559c72f9507b2740.jpg', 'https://lid.zoocdn.com/u/2400/1800/d94f90796c45cc4c0a50333198eb8dcff2626b50.jpg', 'https://lid.zoocdn.com/u/2400/1800/7eb71b991f3803490ca7ce00b650622028faefa8.jpg', 'https://lid.zoocdn.com/u/2400/1800/d7bea9e6b3c7fff29dae003ac2774167199faf5b.jpg', 'https://lid.zoocdn.com/u/2400/1800/21bbc6e4eb417b2f2a2dfcd991e070195eca06b9.jpg', 'https://lid.zoocdn.com/u/2400/1800/5946367cb306debe0c488428e7438555feb1c953.jpg', 'https://lid.zoocdn.com/u/2400/1800/5f178ae994e5c04dc41734cf5d0f9eb9857885ba.jpg', 'https://lid.zoocdn.com/u/2400/1800/8be24af2fefc5df9cb4c9f556efefc3d99db1b42.jpg', 'https://lid.zoocdn.com/u/2400/1800/ca4f1d6827f5c8eedb646b7ef747a043bac8fc61.jpg']","['Student house', 'Close to uwe', '4 Bedrooms', 'Large Communal Space', 'EPC D', 'Deposit GBP3461', 'Available September', 'Furnished']",[],['https://lc.zoocdn.com/5b2a4010ff359bac09e4b6fe96ede3dbf2d23483.jpg'],"unit 7, Willowbrook Centre, Savages Woods Road, Bradley Stoke",Ocean - Bradley Stoke,01454 558916,2024-09-02T00:00:00,
469,66943492,https://www.zoopla.co.uk/to-rent/details/66943492/,flat,2 bed flat to rent,2024-03-22T17:23:18,1497524E-19FB-40E2-A7CA-FB8FF18368A3,BS8 4JX,"Situated in the highly sought after Royal York Crescent, this property is offered stylishly furnished with the added luxury of a private rear garden and allocated parking. The property boasts flexible accommodation use to suit requirements, two bedrooms or two receptions, the choice is yours. Elegantly presented; this fabulous apartment showcases period charm with contemporary design features. The high ceilings and large sash windows at the front of the property encourage natural light to flood into the living room and kitchen/dining area. The rear aspect is equally as bright with glass door and surround leading to the private garden. The details such as modern flooring, ceiling and wall lighting, solid oak wood flooring and quality furnishings add to the charm of this sympathetically restored apartment. Ideally suited to a professional or couple looking to make the most of what Bristol has to offer. Residing in this superb location there is much to explore and take advantage of the local boutiques, restaurants and coffee shops Clifton Village offers. The world famous Clifton Suspension Bridge and Clifton Downs are a close walk away, prime destinations when living or visiting Bristol. All utility bills and council tax included.","Royal York Crescent, Clifton, Bristol BS8",pre-owned,to_rent,51.453855,-2.621341,residential,3350.0,3350.0,3500.0,3250.0,,1.0,2.0,2.0,2.0,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/b332819bb14ffa3ff3b34e733370d368566ba02c.jpg', 'https://lid.zoocdn.com/u/2400/1800/294ad66b8ba384572c83207c8f42be1e63adb25e.jpg', 'https://lid.zoocdn.com/u/2400/1800/f1ab0e09db02937158049ea1e27adbd66411f978.jpg', 'https://lid.zoocdn.com/u/2400/1800/b2477e1bdd56ff4763e70e14c74b1773a4972c37.jpg', 'https://lid.zoocdn.com/u/2400/1800/c2b8bc9d136855a50d53b9954c4ed1a8defc2da5.jpg', 'https://lid.zoocdn.com/u/2400/1800/db79a89ff043329af7f9c20040bff2d8b6d4bcde.jpg', 'https://lid.zoocdn.com/u/2400/1800/0fe1052b13b910c0ff357e52f187f792d0dea32e.jpg', 'https://lid.zoocdn.com/u/2400/1800/bae1cba4fb8da9cf4b3c74428856ec9a2d033a0e.jpg', 'https://lid.zoocdn.com/u/2400/1800/e2ff51fe62edcb927b9769e63c2b7d5f288d5f9e.jpg', 'https://lid.zoocdn.com/u/2400/1800/16655c1030c5ad25d461934a352eb06089ecdd49.jpg', 'https://lid.zoocdn.com/u/2400/1800/b77a600e2979ad1b19b3ab42a9376dd36546813a.jpg', 'https://lid.zoocdn.com/u/2400/1800/086c79a97402c2e136bacb9c4a5abb26d0a0681f.jpg', 'https://lid.zoocdn.com/u/2400/1800/5f6ae656f5b5efb9269dc47a32a96393a11c39aa.jpg', 'https://lid.zoocdn.com/u/2400/1800/0d3858f13c930ad58e2a6bd003a42be4752d41a6.jpg']","['1/2 receptions', '1/2 bedrooms', 'Extremely well presented throughout', 'Charming rear garden with parking', 'Superb Clifton location', 'Rental is Inclusive of Utilities']",['http://www.hamptons.co.uk/Pages/RedirectHamletProperty.aspx?propertyid=P278415'],['https://lc.zoocdn.com/895e4ba679d9b1148c085669287a00711eec898d.jpg'],"32 Gay Street, Bath",Hamptons - Bath Lettings,01225 839221,2024-05-13T12:00:00,
470,67087390,https://www.zoopla.co.uk/to-rent/details/67087390/,flat,1 bed flat to rent,2024-04-11T13:37:39,6047437C-9EAD-47A0-9BE0-174AE8A6900C,BS3 3LW,"On offer is an immaculate flat available to let in an urban area, blessed with local amenities, public transport links and nearby parks. The property is perfect for couples or single occupants seeking a comfortable and cosy living space.<br><br>As you step inside, you will be welcomed by a beautifully arranged reception room featuring a stunning skylight, filling the room with an abundance of natural light. Next is the modern kitchen, equipped with top of the range appliances, making it a delightful space for preparing meals.<br><br>The flat boasts one double bedroom, providing ample space and comfort. The neutral décor throughout enhances the feeling of tranquillity, inviting you to unwind and relax at the end of a long day.<br><br>On to the practicalities, the property falls into council tax band A and has an EPC rating of D. This rating reflects the energy efficiency of the property, which is something to consider when looking at the overall running costs.<br><br>In conclusion, this immaculate one bedroom flat, available to let, offers a wonderful living space in a highly convenient location. It's ideal for couples who value comfort and convenience in equal measure. Don't miss this opportunity to make this lovely flat your home.","Victor Road, Bedminster, Bristol BS3",pre-owned,to_rent,51.438137,-2.603938,residential,1200.0,1200.0,1250.0,1000.0,,1.0,1.0,1.0,1.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/90b16b85587b6c6916e4d4174d116cac6385f47e.jpg', 'https://lid.zoocdn.com/u/2400/1800/f1cf3b4fac2d706507020158f23c20be047251f7.jpg', 'https://lid.zoocdn.com/u/2400/1800/5e876222ac7da7dba433cb7a7cec6432a6b0ce3f.jpg', 'https://lid.zoocdn.com/u/2400/1800/2297ca9e1e17dc7ae681fc729a3fe76fb9a9e47d.jpg', 'https://lid.zoocdn.com/u/2400/1800/15555510fb28867f1c9d37bfb0edc91b86b7a809.jpg', 'https://lid.zoocdn.com/u/2400/1800/467d8d468d3ece896b1696f5d317602ba835e71f.jpg']","['Immaculate one bedroom flat', 'Large Storage Room', 'Part furnished', 'Deposit GBP1384', 'Council tax band A', 'EPC rating of D']",[],[],"The Plaza, 275 North Street, Southville, Bristol",Ocean - Southville,0117 444 1361,2024-04-26T00:00:00,
471,48581742,https://www.zoopla.co.uk/to-rent/details/48581742/,,4 bed property to rent,2024-03-15T10:53:12,1610F0C2-7BDF-49DE-8A0F-91C271A7E183,BS3 1PS,"**Available to Four Sharers** A four bedroom property on Allington Road in Southville which is within walking distance to Wapping Wharf. The ground floor has two separate reception rooms, kitchen, utility room, wc and finally a courtyard garden with rear access. Upstairs are two double bedrooms, three piece suite bathroom and a small third bedroom/office. The loft has been converted to give a fourth bedroom and has built in wardrobes. Available in April and offered unfurnished. EPC E","Allington Road, Southville, Bristol BS3",pre-owned,to_rent,51.445462,-2.603212,residential,2600.0,2600.0,2750.0,2500.0,,1.0,4.0,4.0,4.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/a3bf6e847da860ca9225d79b7ab8344482534ebd.jpg', 'https://lid.zoocdn.com/u/2400/1800/2c4a97cd737477e2edb97bfc5ce236f1c0b29a6e.jpg', 'https://lid.zoocdn.com/u/2400/1800/a60825dccdda4918feb55599b4151de6d189564b.jpg', 'https://lid.zoocdn.com/u/2400/1800/3ed42d3bb041630a2f530cf8a0afd72b88b6391d.jpg', 'https://lid.zoocdn.com/u/2400/1800/729cd437fc57edc54d73cb7e11f2e50cac62a789.jpg', 'https://lid.zoocdn.com/u/2400/1800/a47246dd92125a6a34f8aab9929a177da173563f.jpg', 'https://lid.zoocdn.com/u/2400/1800/2c3113f17645effe5f6cbf44bfb0028b75f2daa8.jpg', 'https://lid.zoocdn.com/u/2400/1800/1dda0ceaeef00d05072b4e39f1736758f0e099e1.jpg']","['Available To Four Sharers', 'EPC E', 'No White goods', 'Unfurnished', 'Deposit GBP3000', 'Council Tax C']",[],['https://lc.zoocdn.com/270cdf47bfb96ba0229175ae155751a45041854a.jpg'],"The Plaza, 275 North Street, Southville, Bristol",Ocean - Southville,0117 444 1361,2024-04-25T00:00:00,
